"name","run","warmup","profile","peak_working_set_bytes","operation_instrumentation","prefill_only","cpu_batch","cpu_batch_serial","prompt_tokens","generated_tokens","decode_forwards","load_time_ms","prefill_time_ms","prefill_forward_time_ms","prefill_forward_tokens_per_second","prefill_tokens_per_second","new_prefill_tokens","cached_prefix_tokens","prefix_build_time_ms","prefix_cache_restore_time_ms","prefix_cache_bytes","decode_time_ms","tokens_per_second","per_request_tokens_per_second","tick_p50_ms","tick_p95_ms","tick_p99_ms","peak_rss_bytes","physical_kv_bytes","batch_ticks","batch_rows","projection_batches","lm_head_batches","greedy_lm_head_batches","state_batches"
"calibrated-g16-b16-t8-p512-n128","1","False","case-9-run-1.json",,"False","False","16","False","8192","2048","2032","643.3501","3855.3116","3793.891","2159.26076948","2124.86067274","8192","0","0","0","0","3452.7275","588.52023509","36.7825146931","27.2031","27.8991","28.2798","982867968","125632512","127","2032","12319","127","0","3048"
"calibrated-g32-b16-t8-p512-n128","1","False","case-8-run-1.json",,"False","False","16","False","8192","2048","2032","590.4798","3941.1522","3879.5295","2111.59626444","2078.57996451","8192","0","0","0","0","3329.2226","610.352699156","38.1470436972","26.1182","26.8164","29.3672","966569984","125632512","127","2032","12319","127","0","3048"
"calibrated-g16-b8-t8-p512-n128","1","False","case-7-run-1.json",,"False","False","8","False","4096","1024","1016","634.6963","1912.6487","1881.4682","2177.02324174","2141.53283873","4096","0","0","0","0","2616.7369","388.269833318","48.5337291647","20.5889","21.2627","21.714","730357760","62816256","127","1016","12319","127","0","3048"
"calibrated-g32-b8-t8-p512-n128","1","False","case-6-run-1.json",,"False","False","8","False","4096","1024","1016","597.2823","1929.7445","1897.4986","2158.63136869","2122.5607846","4096","0","0","0","0","2532.8925","401.12243216","50.14030402","19.7991","20.6427","20.9556","714469376","62816256","127","1016","12319","127","0","3048"
"calibrated-g16-b4-t8-p512-n128","1","False","case-5-run-1.json",,"False","False","4","False","2048","512","508","650.0163","981.7786","965.2892","2121.64395914","2086.01002303","2048","0","0","0","0","1675.6677","303.162733279","75.7906833198","13.1099","13.6817","14.0699","603594752","31408128","127","508","12319","127","0","0"
"calibrated-g32-b4-t8-p512-n128","1","False","case-4-run-1.json",,"False","False","4","False","2048","512","508","587.8277","959.3803","943.2407","2171.23794595","2134.71133397","2048","0","0","0","0","1603.5842","316.790350017","79.1975875043","12.6062","12.8492","12.9479","587702272","31408128","127","508","12319","127","0","0"
"calibrated-g16-b2-t8-p512-n128","1","False","case-3-run-1.json",,"False","False","2","False","1024","256","254","641.2388","488.4617","479.6248","2135.00219338","2096.37725947","1024","0","0","0","0","1342.4761","189.202623421","94.6013117105","10.539","10.7291","11.0076","540880896","15704064","127","254","12319","127","0","0"
"calibrated-g32-b2-t8-p512-n128","1","False","case-2-run-1.json",,"False","False","2","False","1024","256","254","580.9333","480.6127","471.7007","2170.86809496","2130.61369373","1024","0","0","0","0","1575.9166","161.17604193","80.5880209651","12.3227","12.7432","13.3826","524955648","15704064","127","254","12319","127","0","0"
"calibrated-g16-b1-t8-p512-n128","1","False","case-1-run-1.json",,"False","False","1","False","512","128","127","641.4464","243.8511","239.2282","2140.215911","2099.64195363","512","0","0","0","0","1084.9688","117.054057223","117.054057223","8.5308","8.6156","8.838","508641280","7852032","0","0","0","0","0","0"
"calibrated-g32-b1-t8-p512-n128","1","False","case-0-run-1.json",,"False","False","1","False","512","128","127","583.7464","242.3061","237.5626","2155.2214027","2113.02975864","512","0","0","0","0","1057.731","120.068334955","120.068334955","8.2742","8.5679","8.7589","492748800","7852032","0","0","0","0","0","0"
"calibrated-g32-b1-t8-p512-n128","2","False","case-0-run-2.json",,"False","False","1","False","512","128","127","582.2091","241.6483","236.9733","2160.58095996","2118.78171707","512","0","0","0","0","1043.1355","121.748325122","121.748325122","8.2013","8.2794","8.316","492744704","7852032","0","0","0","0","0","0"
"calibrated-g16-b1-t8-p512-n128","2","False","case-1-run-2.json",,"False","False","1","False","512","128","127","639.8094","244.2806","239.5384","2137.4443513","2095.95031288","512","0","0","0","0","1098.2073","115.643012025","115.643012025","8.6055","8.8912","8.9468","508641280","7852032","0","0","0","0","0","0"
"calibrated-g32-b2-t8-p512-n128","2","False","case-2-run-2.json",,"False","False","2","False","1024","256","254","585.6644","482.313","474.0514","2160.10331369","2123.10263252","1024","0","0","0","0","1561.1066","162.7050965","81.3525482501","12.2651","12.4884","12.7363","524972032","15704064","127","254","12319","127","0","0"
"calibrated-g16-b2-t8-p512-n128","2","False","case-3-run-2.json",,"False","False","2","False","1024","256","254","623.4582","476.9777","468.6362","2185.06380856","2146.85089051","1024","0","0","0","0","1344.2425","188.954001975","94.4770009875","10.5386","10.8288","10.9905","540868608","15704064","127","254","12319","127","0","0"
"calibrated-g32-b4-t8-p512-n128","2","False","case-4-run-2.json",,"False","False","4","False","2048","512","508","598.7776","972.4249","956.4198","2141.31911531","2106.07523522","2048","0","0","0","0","1617.5305","314.058993014","78.5147482536","12.7078","13.0932","13.5196","587689984","31408128","127","508","12319","127","0","0"
"calibrated-g16-b4-t8-p512-n128","2","False","case-5-run-2.json",,"False","False","4","False","2048","512","508","642.8973","957.4757","940.8897","2176.66321568","2138.95767799","2048","0","0","0","0","1662.1653","305.625439299","76.4063598247","13.0249","13.594","13.986","603590656","31408128","127","508","12319","127","0","0"
"calibrated-g32-b8-t8-p512-n128","2","False","case-6-run-2.json",,"False","False","8","False","4096","1024","1016","587.2428","1892.7777","1862.3491","2199.37282435","2164.01535162","4096","0","0","0","0","2527.1628","402.03187543","50.2539844287","19.9539","20.5021","21.0677","714944512","62816256","127","1016","12319","127","0","3048"
"calibrated-g16-b8-t8-p512-n128","2","False","case-7-run-2.json",,"False","False","8","False","4096","1024","1016","640.977","1964.8486","1932.8039","2119.20102189","2084.63898949","4096","0","0","0","0","2628.702","386.502540037","48.3128175046","20.6652","21.287","21.459","730447872","62816256","127","1016","12319","127","0","3048"
"calibrated-g32-b16-t8-p512-n128","2","False","case-8-run-2.json",,"False","False","16","False","8192","2048","2032","579.6864","3932.4674","3870.9618","2116.26991514","2083.17047968","8192","0","0","0","0","3294.5031","616.784971306","38.5490607066","25.985","26.579","26.9679","966770688","125632512","127","2032","12319","127","0","3048"
"calibrated-g16-b16-t8-p512-n128","2","False","case-9-run-2.json",,"False","False","16","False","8192","2048","2032","649.1787","3909.4292","3848.2306","2128.77055756","2095.44656801","8192","0","0","0","0","3443.225","590.14441403","36.8840258769","27.0962","27.8142","27.899","982380544","125632512","127","2032","12319","127","0","3048"
"calibrated-g16-b16-t8-p512-n128","3","False","case-9-run-3.json",,"False","False","16","False","8192","2048","2032","621.4699","3856.2355","3796.0914","2158.00915647","2124.35158589","8192","0","0","0","0","3493.3882","581.670253538","36.3543908461","27.4655","28.3176","31.3106","982855680","125632512","127","2032","12319","127","0","3048"
"calibrated-g32-b16-t8-p512-n128","3","False","case-8-run-3.json",,"False","False","16","False","8192","2048","2032","569.5366","3875.172","3813.0668","2148.40191103","2113.97068311","8192","0","0","0","0","3321.5829","611.756521266","38.2347825791","26.2794","26.8019","27.0819","966717440","125632512","127","2032","12319","127","0","3048"
"calibrated-g16-b8-t8-p512-n128","3","False","case-7-run-3.json",,"False","False","8","False","4096","1024","1016","627.6206","1948.7906","1917.7962","2135.78481384","2101.81637781","4096","0","0","0","0","2588.6624","392.480688096","49.060086012","20.3643","20.78","20.8479","730349568","62816256","127","1016","12319","127","0","3048"
"calibrated-g32-b8-t8-p512-n128","3","False","case-6-run-3.json",,"False","False","8","False","4096","1024","1016","569.9682","1912.6136","1880.8322","2177.75939821","2141.57213982","4096","0","0","0","0","2533.399","401.042236142","50.1302795178","19.8453","20.6787","20.7361","714784768","62816256","127","1016","12319","127","0","3048"
"calibrated-g16-b4-t8-p512-n128","3","False","case-5-run-3.json",,"False","False","4","False","2048","512","508","628.4296","980.7041","964.9753","2122.3341157","2088.29554195","2048","0","0","0","0","1673.1652","303.616164142","75.9040410355","13.0468","13.7681","14.0988","603619328","31408128","127","508","12319","127","0","0"
"calibrated-g32-b4-t8-p512-n128","3","False","case-4-run-3.json",,"False","False","4","False","2048","512","508","573.7638","955.3041","938.8637","2181.36029756","2143.81996267","2048","0","0","0","0","1590.9665","319.302763446","79.8256908615","12.5213","12.7591","13.0365","587694080","31408128","127","508","12319","127","0","0"
"calibrated-g16-b2-t8-p512-n128","3","False","case-3-run-3.json",,"False","False","2","False","1024","256","254","641.6877","482.5788","474.1667","2159.57805557","2121.93324696","1024","0","0","0","0","1349.2692","188.250054177","94.1250270887","10.5951","10.8192","11.2091","540864512","15704064","127","254","12319","127","0","0"
"calibrated-g32-b2-t8-p512-n128","3","False","case-2-run-3.json",,"False","False","2","False","1024","256","254","574.259","484.1946","475.245","2154.67811339","2114.85216894","1024","0","0","0","0","1579.8465","160.775113278","80.3875566392","12.3351","12.8681","13.1865","524959744","15704064","127","254","12319","127","0","0"
"calibrated-g16-b1-t8-p512-n128","3","False","case-1-run-3.json",,"False","False","1","False","512","128","127","641.9445","241.1305","236.6233","2163.77677093","2123.33155698","512","0","0","0","0","1082.3976","117.332115297","117.332115297","8.5051","8.5958","8.7845","508645376","7852032","0","0","0","0","0","0"
"calibrated-g32-b1-t8-p512-n128","3","False","case-0-run-3.json",,"False","False","1","False","512","128","127","585.5161","244.4609","239.4008","2138.67288664","2094.40446305","512","0","0","0","0","1054.9598","120.383734053","120.383734053","8.2525","8.6007","8.7533","492744704","7852032","0","0","0","0","0","0"
